time	V(a)	V(b)	V(out)
9.334165656153283e-004	1.215648e+001	6.062565e+000	2.927316e+000
9.343931281153283e-004	1.198111e+001	5.975308e+000	2.926058e+000
9.353696906153283e-004	1.179069e+001	5.880564e+000	2.924651e+000
9.363462531153283e-004	1.158593e+001	5.778688e+000	2.923088e+000
9.373228156153283e-004	1.136761e+001	5.670064e+000	2.921361e+000
9.382993781153283e-004	1.113656e+001	5.555100e+000	2.919459e+000
9.392759406153283e-004	1.089363e+001	5.434231e+000	2.917371e+000
9.402525031153283e-004	1.063975e+001	5.307909e+000	2.915083e+000
9.412290656153283e-004	1.037586e+001	5.176611e+000	2.912577e+000
9.431821906153283e-004	9.822102e+000	4.901080e+000	2.906831e+000
9.451353156153283e-004	9.240678e+000	4.611780e+000	2.899914e+000
9.470884406153283e-004	8.640338e+000	4.313061e+000	2.891495e+000
9.490415656153283e-004	8.030111e+000	4.009414e+000	2.881028e+000
9.509946906153283e-004	7.419179e+000	3.705400e+000	2.867533e+000
9.529478156153283e-004	6.816730e+000	3.405582e+000	2.848981e+000
9.539243781153283e-004	6.521528e+000	3.258653e+000	2.836446e+000
9.549009406153283e-004	6.231828e+000	3.114442e+000	2.820041e+000
9.558775031153283e-004	5.948720e+000	2.973477e+000	2.796807e+000
9.568540656153283e-004	5.673271e+000	2.836257e+000	2.760543e+000
9.578306281153283e-004	5.406516e+000	2.703247e+000	2.701132e+000
9.588071906153283e-004	5.149060e+000	2.574719e+000	2.612568e+000
9.596412344080019e-004	4.936910e+000	2.468700e+000	2.517626e+000
9.602238467460400e-004	4.793812e+000	2.397150e+000	2.445920e+000
9.617602724958160e-004	4.440753e+000	2.220588e+000	2.263003e+000
9.637133974958160e-004	4.037552e+000	2.018950e+000	2.053623e+000
9.656665224958160e-004	3.693667e+000	1.846972e+000	1.874725e+000
9.676196474958160e-004	3.414307e+000	1.707260e+000	1.728572e+000
9.685962099958161e-004	3.300176e+000	1.650179e+000	1.668387e+000
9.695727724958161e-004	3.203674e+000	1.601913e+000	1.617071e+000
9.705493349958161e-004	3.125162e+000	1.562642e+000	1.574794e+000
9.715258974958161e-004	3.064938e+000	1.532515e+000	1.541693e+000
9.725024599958161e-004	3.023228e+000	1.511645e+000	1.517873e+000
9.734790224958161e-004	3.000188e+000	1.500111e+000	1.503406e+000
9.744555849958161e-004	2.995907e+000	1.497955e+000	1.498327e+000
9.754321474958161e-004	3.010400e+000	1.505187e+000	1.502641e+000
9.764087099958161e-004	3.043612e+000	1.521779e+000	1.516319e+000
9.773852724958159e-004	3.095420e+000	1.547668e+000	1.539288e+000
9.783618349958158e-004	3.165627e+000	1.582757e+000	1.571444e+000
9.793383974958157e-004	3.253972e+000	1.626915e+000	1.612648e+000
9.803149599958156e-004	3.360120e+000	1.679974e+000	1.662729e+000
9.822680849958154e-004	3.624164e+000	1.811965e+000	1.788646e+000
9.842212099958152e-004	3.953791e+000	1.976747e+000	1.947106e+000
9.861743349958150e-004	4.344044e+000	2.171840e+000	2.135463e+000
9.881274599958148e-004	4.789055e+000	2.394308e+000	2.350471e+000
9.891040224958147e-004	5.030033e+000	2.514775e+000	2.466532e+000
9.900805849958146e-004	5.282132e+000	2.640785e+000	2.584660e+000
9.910571474958144e-004	5.543871e+000	2.771546e+000	2.693624e+000
9.918011217979119e-004	5.749688e+000	2.874246e+000	2.754621e+000
9.926360213765384e-004	5.986913e+000	2.992465e+000	2.794084e+000
9.934698699851799e-004	6.229227e+000	3.113132e+000	2.816782e+000
9.943574457514193e-004	6.492526e+000	3.244208e+000	2.833193e+000
9.953340082514191e-004	6.787424e+000	3.390991e+000	2.846724e+000
9.972871332514189e-004	7.389341e+000	3.690548e+000	2.866070e+000
9.992402582514187e-004	8.000233e+000	3.994544e+000	2.880025e+000
1.000000000000000e-003	8.238518e+000	4.113117e+000	2.884626e+000
